Gene Set,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,nGenes
GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE,'2/274,'14/2602,0.4427371836544821,0.7561354147806886,0.6964405136137922,ENSG00000012232/ENSG00000182197,2
NICOTINATE_AND_NICOTINAMIDE_METABOLISM,KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM,'2/274,'14/2602,0.4427371836544821,0.7561354147806886,0.6964405136137922,ENSG00000109743/ENSG00000105835,2
PENTOSE_PHOSPHATE_PATHWAY,KEGG_PENTOSE_PHOSPHATE_PATHWAY,'2/274,'15/2602,0.4793970866970936,0.8007511777797607,0.73753397953399,ENSG00000101911/ENSG00000067057,2
PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,'2/274,'15/2602,0.4793970866970936,0.8007511777797607,0.73753397953399,ENSG00000167996/ENSG00000158578,2
LIMONENE_AND_PINENE_DEGRADATION,KEGG_LIMONENE_AND_PINENE_DEGRADATION,'1/274,'6/2602,0.48742314491418137,0.8053078046408214,0.7417308726954934,ENSG00000137124,1
AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,'3/274,'25/2602,0.4991589312393503,0.8158296510578629,0.7514220470269789,ENSG00000138814/ENSG00000197442/ENSG00000185386,3
OLFACTORY_TRANSDUCTION,KEGG_OLFACTORY_TRANSDUCTION,'2/274,'16/2602,0.5145457733488878,0.8320314632875633,0.7663447688174926,ENSG00000145349/ENSG00000142875,2
FATTY_ACID_METABOLISM,KEGG_FATTY_ACID_METABOLISM,'3/274,'26/2602,0.5264044306850288,0.8421414533299179,0.7756566017512402,ENSG00000137124/ENSG00000151726/ENSG00000197142,3
AXON_GUIDANCE,KEGG_AXON_GUIDANCE,'9/274,'84/2602,0.5318788126294218,0.8421414533299179,0.7756566017512402,ENSG00000112902/ENSG00000184347/ENSG00000187764/ENSG00000138814/ENSG00000010810/ENSG00000075223/ENSG00000082684/ENSG00000092964/ENSG00000074527,9
ARACHIDONIC_ACID_METABOLISM,KEGG_ARACHIDONIC_ACID_METABOLISM,'3/274,'27/2602,0.5528152546656764,0.8662672031874517,0.7978776871463371,ENSG00000111144/ENSG00000124212/ENSG00000099998,3
VIBRIO_CHOLERAE_INFECTION,KEGG_VIBRIO_CHOLERAE_INFECTION,'4/274,'38/2602,0.5791271196260499,0.898237981460812,0.8273244566086428,ENSG00000100196/ENSG00000075624/ENSG00000142875/ENSG00000166501,4
SULFUR_METABOLISM,KEGG_SULFUR_METABOLISM,'1/274,'8/2602,0.5899334941144049,0.9050525502001295,0.8336010330790667,ENSG00000138801,1
PPAR_SIGNALING_PATHWAY,KEGG_PPAR_SIGNALING_PATHWAY,'4/274,'40/2602,0.6210104998776871,0.9050525502001295,0.8336010330790667,ENSG00000198814/ENSG00000151726/ENSG00000065833/ENSG00000197142,4
FOLATE_BIOSYNTHESIS,KEGG_FOLATE_BIOSYNTHESIS,'1/274,'9/2602,0.6332481520221355,0.9050525502001295,0.8336010330790667,ENSG00000162551,1
PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,'5/274,'51/2602,0.6364372388781907,0.9050525502001295,0.8336010330790667,ENSG00000141506/ENSG00000161714/ENSG00000166501/ENSG00000105851/ENSG00000096433,5
ETHER_LIPID_METABOLISM,KEGG_ETHER_LIPID_METABOLISM,'2/274,'20/2602,0.6387406501622118,0.9050525502001295,0.8336010330790667,ENSG00000146070/ENSG00000087253,2
SYSTEMIC_LUPUS_ERYTHEMATOSUS,KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS,'7/274,'72/2602,0.6477955670407134,0.9050525502001295,0.8336010330790667,ENSG00000162747/ENSG00000159403/ENSG00000072110/ENSG00000101017/ENSG00000182326/ENSG00000125730/ENSG00000203747,7
ADIPOCYTOKINE_SIGNALING_PATHWAY,KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,'3/274,'31/2602,0.6492103561384313,0.9050525502001295,0.8336010330790667,ENSG00000151726/ENSG00000197142/ENSG00000169047,3
EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,'4/274,'42/2602,0.6601907463099217,0.9050525502001295,0.8336010330790667,ENSG00000180871/ENSG00000169429/ENSG00000197122/ENSG00000185386,4
INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,'2/274,'21/2602,0.665614158032371,0.9050525502001295,0.8336010330790667,ENSG00000101017/ENSG00000102524,2
PYRUVATE_METABOLISM,KEGG_PYRUVATE_METABOLISM,'2/274,'21/2602,0.665614158032371,0.9050525502001295,0.8336010330790667,ENSG00000137124/ENSG00000065833,2
ENDOMETRIAL_CANCER,KEGG_ENDOMETRIAL_CANCER,'3/274,'32/2602,0.670871387261046,0.9050525502001295,0.8336010330790667,ENSG00000141506/ENSG00000148737/ENSG00000105851,3
GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES,'1/274,'10/2602,0.6720024930734024,0.9050525502001295,0.8336010330790667,ENSG00000115525,1
GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,'1/274,'10/2602,0.6720024930734024,0.9050525502001295,0.8336010330790667,ENSG00000178922,1
RENIN_ANGIOTENSIN_SYSTEM,KEGG_RENIN_ANGIOTENSIN_SYSTEM,'1/274,'10/2602,0.6720024930734024,0.9050525502001295,0.8336010330790667,ENSG00000166825,1
RENAL_CELL_CARCINOMA,KEGG_RENAL_CELL_CARCINOMA,'5/274,'54/2602,0.6872487384161561,0.9050525502001295,0.8336010330790667,ENSG00000129521/ENSG00000141506/ENSG00000105851/ENSG00000163235/ENSG00000119699,5
PRION_DISEASES,KEGG_PRION_DISEASES,'2/274,'22/2602,0.6908576590613545,0.9050525502001295,0.8336010330790667,ENSG00000142875/ENSG00000010810,2
CARDIAC_MUSCLE_CONTRACTION,KEGG_CARDIAC_MUSCLE_CONTRACTION,'4/274,'44/2602,0.6965539760866042,0.9050525502001295,0.8336010330790667,ENSG00000140416/ENSG00000198467/ENSG00000183023/ENSG00000143153,4
ENDOCYTOSIS,KEGG_ENDOCYTOSIS,'10/274,'107/2602,0.7057794871417944,0.9050525502001295,0.8336010330790667,ENSG00000088280/ENSG00000100385/ENSG00000151693/ENSG00000180871/ENSG00000181104/ENSG00000197122/ENSG00000024422/ENSG00000147168/ENSG00000110395/ENSG00000126803,10
STEROID_BIOSYNTHESIS,KEGG_STEROID_BIOSYNTHESIS,'1/274,'11/2602,0.7066750690370935,0.9050525502001295,0.8336010330790667,ENSG00000057252,1
MTOR_SIGNALING_PATHWAY,KEGG_MTOR_SIGNALING_PATHWAY,'3/274,'34/2602,0.7112213258946876,0.9050525502001295,0.8336010330790667,ENSG00000141506/ENSG00000105851/ENSG00000102547,3
RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,'2/274,'23/2602,0.7145151712106286,0.9050525502001295,0.8336010330790667,ENSG00000169429/ENSG00000185386,2
SPHINGOLIPID_METABOLISM,KEGG_SPHINGOLIPID_METABOLISM,'2/274,'23/2602,0.7145151712106286,0.9050525502001295,0.8336010330790667,ENSG00000148154/ENSG00000100422,2
GRAFT_VERSUS_HOST_DISEASE,KEGG_GRAFT_VERSUS_HOST_DISEASE,'1/274,'12/2602,0.7376943786024492,0.9190946356358385,0.8465345328224829,ENSG00000026103,1
OTHER_GLYCAN_DEGRADATION,KEGG_OTHER_GLYCAN_DEGRADATION,'1/274,'12/2602,0.7376943786024492,0.9190946356358385,0.8465345328224829,ENSG00000038002,1
ACUTE_MYELOID_LEUKEMIA,KEGG_ACUTE_MYELOID_LEUKEMIA,'3/274,'36/2602,0.7476696657777391,0.9229652282985883,0.8500995523802789,ENSG00000141506/ENSG00000148737/ENSG00000105851,3
VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,'2/274,'25/2602,0.7572900050316831,0.9229652282985883,0.8500995523802789,ENSG00000137124/ENSG00000060982,2
BASAL_TRANSCRIPTION_FACTORS,KEGG_BASAL_TRANSCRIPTION_FACTORS,'1/274,'13/2602,0.7654440852676727,0.9229652282985883,0.8500995523802789,ENSG00000135801,1
BASE_EXCISION_REPAIR,KEGG_BASE_EXCISION_REPAIR,'1/274,'14/2602,0.790267693084072,0.9229652282985883,0.8500995523802789,ENSG00000102699,1
BUTANOATE_METABOLISM,KEGG_BUTANOATE_METABOLISM,'1/274,'14/2602,0.790267693084072,0.9229652282985883,0.8500995523802789,ENSG00000137124,1
PROXIMAL_TUBULE_BICARBONATE_RECLAMATION,KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION,'1/274,'14/2602,0.790267693084072,0.9229652282985883,0.8500995523802789,ENSG00000143153,1
TYPE_I_DIABETES_MELLITUS,KEGG_TYPE_I_DIABETES_MELLITUS,'1/274,'14/2602,0.790267693084072,0.9229652282985883,0.8500995523802789,ENSG00000026103,1
CELL_CYCLE,KEGG_CELL_CYCLE,'6/274,'73/2602,0.7974795568859377,0.9229652282985883,0.8500995523802789,ENSG00000166949/ENSG00000139687/ENSG00000116717/ENSG00000118971/ENSG00000007968/ENSG00000119699,6
AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,'2/274,'28/2602,0.811050044663893,0.9229652282985883,0.8500995523802789,ENSG00000109814/ENSG00000160883,2
GLYCEROPHOSPHOLIPID_METABOLISM,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM,'4/274,'52/2602,0.8139116150237911,0.9229652282985883,0.8500995523802789,ENSG00000143797/ENSG00000087253/ENSG00000143845/ENSG00000186281,4
PROGESTERONE_MEDIATED_OOCYTE_MATURATION,KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION,'4/274,'53/2602,0.8255893708076385,0.9229652282985883,0.8500995523802789,ENSG00000141506/ENSG00000142875/ENSG00000105851/ENSG00000185386,4
BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS,KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS,'1/274,'16/2602,0.8323345339339969,0.9229652282985883,0.8500995523802789,ENSG00000206527,1
DRUG_METABOLISM_OTHER_ENZYMES,KEGG_DRUG_METABOLISM_OTHER_ENZYMES,'1/274,'16/2602,0.8323345339339969,0.9229652282985883,0.8500995523802789,ENSG00000165704,1
THYROID_CANCER,KEGG_THYROID_CANCER,'1/274,'16/2602,0.8323345339339969,0.9229652282985883,0.8500995523802789,ENSG00000148737,1
ANTIGEN_PROCESSING_AND_PRESENTATION,KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,'2/274,'30/2602,0.8407455576885992,0.9229652282985883,0.8500995523802789,ENSG00000166710/ENSG00000126803,2
PEROXISOME,KEGG_PEROXISOME,'3/274,'43/2602,0.8470509740200518,0.9229652282985883,0.8500995523802789,ENSG00000179761/ENSG00000151726/ENSG00000197142,3
GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,'1/274,'17/2602,0.8500995523802788,0.9229652282985883,0.8500995523802789,ENSG00000182022,1
PROPANOATE_METABOLISM,KEGG_PROPANOATE_METABOLISM,'1/274,'17/2602,0.8500995523802788,0.9229652282985883,0.8500995523802789,ENSG00000137124,1
LONG_TERM_DEPRESSION,KEGG_LONG_TERM_DEPRESSION,'2/274,'34/2602,0.8878140857421357,0.9541588213018918,0.8788304933043742,ENSG00000166501/ENSG00000096433,2
OOCYTE_MEIOSIS,KEGG_OOCYTE_MEIOSIS,'4/274,'60/2602,0.8913852146372937,0.9541588213018918,0.8788304933043742,ENSG00000145349/ENSG00000142875/ENSG00000138814/ENSG00000096433,4
INOSITOL_PHOSPHATE_METABOLISM,KEGG_INOSITOL_PHOSPHATE_METABOLISM,'2/274,'37/2602,0.9142878373391864,0.9718304285003939,0.895106973618784,ENSG00000161714/ENSG00000105851,2
ALZHEIMERS_DISEASE,KEGG_ALZHEIMERS_DISEASE,'7/274,'104/2602,0.9343618308554382,0.984238296491555,0.906535273084327,ENSG00000162909/ENSG00000145335/ENSG00000138814/ENSG00000074370/ENSG00000096433/ENSG00000026103/ENSG00000176749,7
ABC_TRANSPORTERS,KEGG_ABC_TRANSPORTERS,'1/274,'25/2602,0.9389115328373386,0.984238296491555,0.906535273084327,ENSG00000103222,1
PYRIMIDINE_METABOLISM,KEGG_PYRIMIDINE_METABOLISM,'2/274,'51/2602,0.9769103426491048,0.9999971043835831,0.9210499645638267,ENSG00000134326/ENSG00000171793,2
PURINE_METABOLISM,KEGG_PURINE_METABOLISM,'4/274,'88/2602,0.9875053473118482,0.9999971043835831,0.9210499645638267,ENSG00000101911/ENSG00000065989/ENSG00000138801/ENSG00000165704,4
UBIQUITIN_MEDIATED_PROTEOLYSIS,KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,'2/274,'61/2602,0.9913230974395537,0.9999971043835831,0.9210499645638267,ENSG00000138641/ENSG00000110395,2
LYSOSOME,KEGG_LYSOSOME,'3/274,'80/2602,0.9932397945252679,0.9999971043835831,0.9210499645638267,ENSG00000018280/ENSG00000143387/ENSG00000038002,3
SPLICEOSOME,KEGG_SPLICEOSOME,'1/274,'60/2602,0.9988380209509717,0.9999971043835831,0.9210499645638267,ENSG00000126803,1
PARKINSONS_DISEASE,KEGG_PARKINSONS_DISEASE,'1/274,'90/2602,0.9999628318851683,0.9999971043835831,0.9210499645638267,ENSG00000145335,1
HUNTINGTONS_DISEASE,KEGG_HUNTINGTONS_DISEASE,'1/274,'112/2602,0.9999971043835831,0.9999971043835831,0.9210499645638267,ENSG00000157613,1
