gene_id,module,Connectivity.kTotal,Connectivity.kWithin,gene_name,gene_biotype,chromosome,length,entrezgene
ENSG00000051180,pink,21.4740258545523,0.37759301149617414,RAD51,protein_coding,15,37383,5888
ENSG00000185864,brown,279.47112359617336,0.37727824080068106,NPIPB4,protein_coding,16,46259,440345
ENSG00000159069,black,330.654300758933,0.3772439859022182,FBXW5,protein_coding,9,4262,54461
ENSG00000124151,blue,45.09908900467317,0.37701116627657827,NCOA3,protein_coding,20,155021,8202
ENSG00000169550,blue,42.075932269535826,0.37654555612471013,MUC15,protein_coding,11,13201,143662
ENSG00000119661,brown,427.4382667233503,0.3764421517321969,DNAL1,protein_coding,14,58858,83544
ENSG00000161570,brown,261.42160746824305,0.376433595932408,CCL5,protein_coding,17,9303,6352
ENSG00000182010,pink,101.26012844707355,0.37631705595588005,RTKN2,protein_coding,10,85673,219790
ENSG00000049656,black,297.60905082269295,0.3759972492965242,CLPTM1L,protein_coding,5,27356,81037
ENSG00000164488,black,310.3382456941221,0.3759775558169087,DACT2,protein_coding,6,26925,168002
ENSG00000186417,blue,63.70524500180085,0.37552525955223387,GLDN,protein_coding,15,66385,342035
ENSG00000077232,brown,364.02358466521,0.3753672387067557,DNAJC10,protein_coding,2,78193,54431
ENSG00000196584,greenyellow,128.15241168102122,0.3753599104819174,XRCC2,protein_coding,7,31387,7516
ENSG00000176593,brown,362.16343289143833,0.37525314116001657,CTD-2368P22.1,protein_coding,19,9172,NA
ENSG00000126934,black,347.74895233301334,0.37524158644795325,MAP2K2,protein_coding,19,33808,5605
ENSG00000136802,purple,154.5026250510866,0.3747939090798004,LRRC8A,protein_coding,9,35928,56262
ENSG00000011028,turquoise,25.695280845429867,0.3745878908382747,MRC2,protein_coding,17,66197,9902
ENSG00000122966,pink,60.97130863303969,0.37445674418476893,CIT,protein_coding,12,191501,11113
ENSG00000066084,blue,36.340999614476445,0.37419762807614687,DIP2B,protein_coding,12,243683,57609
ENSG00000141506,turquoise,34.776908253116424,0.3740861508030337,PIK3R5,protein_coding,17,86797,23533
ENSG00000124225,turquoise,20.718996628887375,0.3739809033679334,PMEPA1,protein_coding,20,63145,56937
ENSG00000227184,turquoise,20.988464646988973,0.37354299072480934,EPPK1,protein_coding,8,13136,83481
ENSG00000143756,purple,125.3968936981807,0.37350900967886536,FBXO28,protein_coding,1,47961,23219
ENSG00000149564,black,234.49700819862247,0.3734924043874263,ESAM,protein_coding,11,10161,90952
ENSG00000074319,black,282.42488728799725,0.37343186376518495,TSG101,protein_coding,11,58897,7251
ENSG00000170325,blue,68.4500137618437,0.3732159393131015,PRDM10,protein_coding,11,103130,56980
ENSG00000158856,turquoise,20.924313402497365,0.37283879042626683,DMTN,protein_coding,8,33533,2039
ENSG00000151239,blue,80.77232637246888,0.3727798043091105,TWF1,protein_coding,12,12653,5756
ENSG00000143797,turquoise,35.20324421209884,0.3726213905047017,MBOAT2,protein_coding,2,151123,129642
ENSG00000164405,black,367.0269661683013,0.3722877424053598,UQCRQ,protein_coding,5,1472,27089
ENSG00000180011,brown,398.654109585283,0.37227871915224087,ZADH2,protein_coding,18,14241,NA
ENSG00000203306,brown,287.4693157299974,0.37211096933137006,AP001007.1,pseudogene,11,2035,NA
ENSG00000159128,green,51.80417109868788,0.3718020414801861,IFNGR2,protein_coding,21,76454,3460
ENSG00000100219,black,252.97723902215427,0.37151758882863367,XBP1,protein_coding,22,6043,7494
ENSG00000106344,brown,314.1486936949267,0.37136868898259856,RBM28,protein_coding,7,46225,55131
ENSG00000128000,brown,408.0584810445877,0.37130460150994515,ZNF780B,protein_coding,19,27950,163131
ENSG00000087111,black,276.6042677371886,0.3712075096230006,PIGS,protein_coding,17,18490,94005
ENSG00000143093,black,266.4189986376434,0.3711596835733536,STRIP1,protein_coding,1,43065,85369
ENSG00000071082,black,367.0452698818372,0.371015576689826,RPL31,protein_coding,2,22318,6160
ENSG00000000419,greenyellow,85.3774348684672,0.37075114204203224,DPM1,protein_coding,20,23689,8813
ENSG00000253183,brown,237.631900251851,0.37074711249916004,RP4-701O16.5,pseudogene,7,1360,NA
ENSG00000172197,brown,253.87378636935549,0.3706409250794749,MBOAT1,protein_coding,6,111736,154141
ENSG00000157978,black,298.0469810060522,0.3705475532868212,LDLRAP1,protein_coding,1,25307,26119
ENSG00000118197,blue,47.97422658320469,0.37045343392998825,DDX59,protein_coding,1,46074,83479
ENSG00000113719,purple,53.61820591663955,0.37020356650504405,ERGIC1,protein_coding,5,118411,57222
ENSG00000203705,brown,258.0870910052446,0.3701246716891694,TATDN3,protein_coding,1,24799,128387
ENSG00000089876,black,276.4536652554937,0.369890176444852,DHX32,protein_coding,10,60100,55760
ENSG00000074935,brown,334.1872760591968,0.36968613971368597,TUBE1,protein_coding,6,16753,51175
ENSG00000160883,turquoise,29.25341656861522,0.36932576557529717,HK3,protein_coding,5,18464,3101
ENSG00000003989,blue,84.70448277986361,0.36926457729952933,SLC7A2,protein_coding,8,73486,6542
ENSG00000137709,blue,59.05012163112551,0.3689949716146056,POU2F3,protein_coding,11,83305,25833
ENSG00000173575,brown,302.9668363372773,0.3689912833080379,CHD2,protein_coding,15,144712,1106
ENSG00000121858,turquoise,21.375702211398014,0.36886195369262376,TNFSF10,protein_coding,3,18000,8743
ENSG00000140511,turquoise,21.021250109744024,0.36884310197303877,HAPLN3,protein_coding,15,18339,145864
ENSG00000188647,blue,76.70817967257254,0.36874291572996887,PTAR1,protein_coding,9,50438,375743
ENSG00000140319,greenyellow,127.49313255095666,0.36814999198048776,SRP14,protein_coding,15,3450,6727
ENSG00000101951,pink,21.235845405825877,0.36812070426874016,PAGE4,protein_coding,X,4714,9506
ENSG00000125351,brown,276.49431923356536,0.36808561043836746,UPF3B,protein_coding,X,18977,65109
ENSG00000197182,brown,333.5335292918768,0.36773579843368026,FLJ27365,protein_coding,22,60060,NA
ENSG00000172380,blue,80.90403884324765,0.36767061478179824,GNG12,protein_coding,1,132002,55970
ENSG00000167695,green,44.314993379789144,0.36730630897388267,FAM57A,protein_coding,17,10555,NA
ENSG00000135272,turquoise,50.01077732718889,0.3672648355258244,MDFIC,protein_coding,7,97048,29969
ENSG00000144744,greenyellow,76.92689703581334,0.3671876054214827,UBA3,protein_coding,3,25679,9039
ENSG00000142173,green,38.58487222035929,0.3671512442162496,COL6A2,protein_coding,21,34753,1292
ENSG00000261884,brown,327.17454663118764,0.36714715687273003,CTC-479C5.12,protein_coding,16,6404,NA
ENSG00000141664,purple,22.90392820580367,0.3671097287921287,ZCCHC2,protein_coding,18,64703,54877
ENSG00000144369,blue,32.474730623882856,0.36708154092202444,FAM171B,protein_coding,2,71988,165215
ENSG00000109079,black,284.3767373877551,0.3669801798726855,TNFAIP1,protein_coding,17,11408,7126
ENSG00000157764,greenyellow,150.0852131291022,0.36677717289638334,BRAF,protein_coding,7,205438,673
ENSG00000168274,salmon,95.7000585913775,0.36654368354847305,HIST1H2AE,protein_coding,6,547,NA
ENSG00000166341,green,46.07608379593364,0.36631539533402785,DCHS1,protein_coding,11,34530,8642
ENSG00000203814,salmon,55.45153954308374,0.36620068106597436,HIST2H2BF,protein_coding,1,29684,NA
ENSG00000157601,turquoise,34.43968104105465,0.3661825122354693,MX1,protein_coding,21,38911,4599
ENSG00000164970,purple,84.38802771970417,0.36595358416012685,FAM219A,protein_coding,9,60387,203259
ENSG00000167136,turquoise,28.67784334510367,0.36571583673262764,ENDOG,protein_coding,9,4204,2021
ENSG00000006625,pink,24.345156959336375,0.3656910511294461,GGCT,protein_coding,7,54859,79017
ENSG00000154589,green,70.17875479750714,0.36564404160455344,LY96,protein_coding,8,37736,23643
ENSG00000142945,pink,21.74620585231995,0.3655764889840552,KIF2C,protein_coding,1,27950,11004
ENSG00000138385,greenyellow,201.10795109295597,0.3649659216614843,SSB,protein_coding,2,20132,6741
ENSG00000196074,brown,414.0371883719586,0.3649226990254606,SYCP2,protein_coding,20,70093,10388
ENSG00000160087,black,313.6622026947039,0.36478400861697435,UBE2J2,protein_coding,1,19977,118424
ENSG00000155792,turquoise,35.64530208333154,0.36468545353475623,DEPTOR,protein_coding,8,177196,64798
ENSG00000166546,turquoise,17.08853030910653,0.3644865805496268,BEAN1,protein_coding,16,66233,146227
ENSG00000061987,brown,312.60463156372276,0.3644202520979552,MON2,protein_coding,12,130767,23041
ENSG00000145703,blue,44.995561174380676,0.36415809643389124,IQGAP2,protein_coding,5,304884,10788
ENSG00000171049,turquoise,24.73388088889627,0.36402138823713,FPR2,protein_coding,19,18501,2358
ENSG00000113522,brown,343.25768145697356,0.36399909044717177,RAD50,protein_coding,5,88603,10111
ENSG00000138688,brown,448.5243575873038,0.36399538780959967,KIAA1109,protein_coding,4,210426,NA
ENSG00000160796,turquoise,27.942675920784346,0.36301362445233415,NBEAL2,protein_coding,3,30021,23218
ENSG00000174093,brown,263.8669017384895,0.36298793853292405,RP11-1407O15.2,protein_coding,17,84142,NA
ENSG00000248527,brown,312.0776706098465,0.3629273321160481,MTATP6P1,pseudogene,1,681,106480796
ENSG00000127220,black,328.001980185136,0.3629216714969296,ABHD8,protein_coding,19,18106,79575
ENSG00000254470,black,272.4783780357929,0.3628672806068716,AP5B1,protein_coding,11,4910,91056
ENSG00000155307,turquoise,27.6717168724218,0.3628080459591825,SAMSN1,protein_coding,21,98175,64092
ENSG00000178105,brown,351.29418247170014,0.3626279229160371,DDX10,protein_coding,11,275906,1662
ENSG00000171720,black,298.643990422841,0.3626035484934677,HDAC3,protein_coding,5,15995,8841
ENSG00000004939,turquoise,19.215995176278078,0.36256823152728523,SLC4A1,protein_coding,17,19757,6521
ENSG00000083223,greenyellow,91.43163776731633,0.36245503511862737,ZCCHC6,protein_coding,9,66722,NA
ENSG00000132561,turquoise,28.182302940854083,0.36236219532850394,MATN2,protein_coding,8,167877,4147
ENSG00000165169,blue,38.28827673018048,0.36231588610599375,DYNLT3,protein_coding,X,10881,6990
ENSG00000166928,brown,371.8988496763445,0.3623031693980306,MS4A14,protein_coding,11,39159,84689
ENSG00000111860,brown,362.3485762572724,0.3619842892545024,CEP85L,protein_coding,6,249304,387119
ENSG00000138398,brown,369.05302733276443,0.3615422997219851,PPIG,protein_coding,2,57067,9360
ENSG00000113140,green,48.18526297152461,0.36145471572718496,SPARC,protein_coding,5,26070,6678
ENSG00000107736,brown,280.23179616147894,0.3614456355454218,CDH23,protein_coding,10,419012,64072
ENSG00000143437,blue,45.80795218552913,0.36141740353995333,ARNT,protein_coding,1,67064,405
ENSG00000248835,brown,312.6387807582151,0.3612309625729722,AL357673.1,protein_coding,1,2665,NA
ENSG00000123352,brown,339.6201335213579,0.36114195752122835,SPATS2,protein_coding,12,160839,65244
ENSG00000112667,salmon,174.68581569590498,0.3611223321684129,DNPH1,protein_coding,6,3856,10591
ENSG00000180251,blue,49.464556994428,0.3607892328697695,SLC9A4,protein_coding,2,60670,389015
ENSG00000181104,turquoise,37.404863849362414,0.3607603533384528,F2R,protein_coding,5,19739,2149
ENSG00000101003,pink,16.822486586185168,0.360640088662299,GINS1,protein_coding,20,44902,9837
ENSG00000136286,turquoise,31.562577437266775,0.36063555447042206,MYO1G,protein_coding,7,16437,64005
ENSG00000084636,turquoise,21.327579643476035,0.36047530111486054,COL16A1,protein_coding,1,52073,1307
ENSG00000145348,brown,265.009924526416,0.36021454779477113,TBCK,protein_coding,4,279897,93627
ENSG00000138018,blue,43.04869749241894,0.36017463308141545,EPT1,protein_coding,2,87345,NA
ENSG00000228716,pink,38.065658281603255,0.359844658639159,DHFR,protein_coding,5,28756,1719
ENSG00000163817,brown,255.33417061244126,0.3598314098113353,SLC6A20,protein_coding,3,41086,54716
ENSG00000125503,purple,51.265369880773996,0.3595716076115591,PPP1R12C,protein_coding,19,26647,54776
ENSG00000154743,brown,375.9512593260867,0.35953418232718903,TSEN2,protein_coding,3,55192,80746
ENSG00000124813,brown,341.0775045679198,0.35918196350473786,RUNX2,protein_coding,6,336193,860
ENSG00000173230,brown,379.27138063231615,0.3590994024512008,GOLGB1,protein_coding,3,86557,2804
ENSG00000110172,brown,310.48085651165576,0.35845304426801455,CHORDC1,protein_coding,11,22205,26973
ENSG00000118193,pink,54.65040816619617,0.3584431056736279,KIF14,protein_coding,1,69235,9928
ENSG00000167323,black,288.5551317809818,0.3580047151328666,STIM1,protein_coding,11,238683,6786
ENSG00000115446,black,265.2840659664071,0.3577795789863955,UNC50,protein_coding,2,9937,25972
ENSG00000163535,pink,143.07173120570212,0.3575658698554428,SGOL2,protein_coding,2,73775,NA
ENSG00000203414,brown,270.973136288268,0.3575277933619806,BTBD7P1,pseudogene,10,1453,441548
ENSG00000111897,blue,118.95517181682573,0.35752127891806157,SERINC1,protein_coding,6,28469,57515
ENSG00000163463,black,233.52130595080345,0.35714518342921314,KRTCAP2,protein_coding,1,4068,200185
ENSG00000177628,black,225.70423140683405,0.3571036732133616,GBA,protein_coding,1,10248,NA
ENSG00000135048,blue,45.714489613998076,0.3570718377987687,TMEM2,protein_coding,9,133325,NA
ENSG00000127191,black,264.3453485679654,0.35699920629509896,TRAF2,protein_coding,9,44696,7186
ENSG00000176204,brown,257.13314683191504,0.3568961086398439,LRRTM4,protein_coding,2,845601,80059
ENSG00000134007,brown,257.57276995082094,0.3568306615153244,ADAM20,protein_coding,14,12658,8748
ENSG00000047410,brown,390.9499318208434,0.35680333857624763,TPR,protein_coding,1,64042,7175
ENSG00000130513,black,264.6109096196894,0.35677208849569225,GDF15,protein_coding,19,14446,9518
ENSG00000134198,turquoise,26.810363397038284,0.35646043187219034,TSPAN2,protein_coding,1,41490,10100
ENSG00000141349,black,284.9233868567389,0.35643321924417987,G6PC3,protein_coding,17,5607,92579
ENSG00000100425,greenyellow,136.78393454755653,0.3561634099856704,BRD1,protein_coding,22,54230,23774
ENSG00000029993,purple,62.00881814548329,0.35605719651776047,HMGB3,protein_coding,X,10267,3149
ENSG00000086300,blue,54.91844665139702,0.35584671328049833,SNX10,protein_coding,7,82409,29887
ENSG00000064666,turquoise,24.081260315115586,0.35578289216221065,CNN2,protein_coding,19,12771,1265
ENSG00000092470,pink,24.151624451565983,0.35573136318754534,WDR76,protein_coding,15,41457,79968
ENSG00000128268,purple,46.76374034287174,0.3556784467939603,MGAT3,protein_coding,22,34851,4248
ENSG00000153933,brown,346.0896695343403,0.3556477770972356,DGKE,protein_coding,17,34577,8526
ENSG00000129009,turquoise,27.001835692611852,0.35559345285986405,ISLR,protein_coding,15,3202,3671
ENSG00000182117,black,308.16085782236263,0.3553320903607907,NOP10,protein_coding,15,1462,55505
ENSG00000137642,turquoise,28.7561875543336,0.355212148372491,SORL1,protein_coding,11,181491,6653
ENSG00000152193,greenyellow,119.63439374078045,0.35518025426610206,RNF219,protein_coding,13,44889,NA
ENSG00000072518,black,243.70659616193154,0.35514550254688504,MARK2,protein_coding,11,72092,2011
ENSG00000172086,greenyellow,74.90215474295819,0.3546765322518541,KRCC1,protein_coding,2,28525,51315
ENSG00000005812,blue,42.497841544317716,0.35432909477564184,FBXL3,protein_coding,13,34591,26224
ENSG00000093009,pink,9.874764995429128,0.3541410759363551,CDC45,protein_coding,22,41154,8318
ENSG00000241847,brown,251.51857450317618,0.35352678668491017,VDAC1P8,pseudogene,6,853,100310840
ENSG00000161999,black,271.3630579927693,0.3535170780610189,JMJD8,protein_coding,16,2859,339123
ENSG00000123091,black,243.38138194445554,0.3531746773414247,RNF11,protein_coding,1,37185,26994
ENSG00000165476,blue,53.72340407327347,0.35306265812399656,REEP3,protein_coding,10,103761,221035
ENSG00000215146,brown,351.2006548567503,0.3529431187318415,RP11-313J2.1,pseudogene,10,36109,NA
ENSG00000111961,purple,19.417269335238363,0.3529213008680058,SASH1,protein_coding,6,279747,23328
ENSG00000187764,turquoise,32.304635588576595,0.35290630914407367,SEMA4D,protein_coding,9,137344,10507
ENSG00000130592,turquoise,25.771533832200504,0.3524136487796694,LSP1,protein_coding,11,39298,4046
ENSG00000140545,green,62.61425667782528,0.35236474198205936,MFGE8,protein_coding,15,14727,4240
ENSG00000167992,turquoise,18.312025223324596,0.35234035405497294,VWCE,protein_coding,11,37135,220001
ENSG00000134138,brown,365.7078404759806,0.3522836595473553,MEIS2,protein_coding,15,212099,4212
ENSG00000171241,pink,13.797406845434528,0.35213963719156677,SHCBP1,protein_coding,16,41073,79801
ENSG00000006459,greenyellow,117.2825263180883,0.3518145610885899,KDM7A,protein_coding,7,92290,80853
ENSG00000069493,brown,352.5572947895048,0.35170348883370106,CLEC2D,protein_coding,12,30849,29121
ENSG00000129116,turquoise,42.12381846874174,0.3514780195483987,PALLD,protein_coding,4,431392,23022
ENSG00000077721,blue,39.24058870780361,0.3513068588094151,UBE2A,protein_coding,X,9881,7319
ENSG00000069424,turquoise,27.104667132950304,0.35117740440298706,KCNAB2,protein_coding,1,109728,8514
ENSG00000241837,black,356.9005781920028,0.35045668858852363,ATP5O,protein_coding,21,12528,NA
ENSG00000196586,brown,298.6212945145394,0.3503648716089809,MYO6,protein_coding,6,170346,4646
ENSG00000184863,brown,289.73569283055963,0.3502893397765382,RBM33,protein_coding,7,137035,155435
ENSG00000167130,black,255.43632847592704,0.3501274679805799,DOLPP1,protein_coding,9,9339,57171
ENSG00000113575,black,266.3158730787373,0.34999807462900545,PPP2CA,protein_coding,5,31809,5515
ENSG00000164125,turquoise,27.711825662389977,0.3495953698253234,FAM198B,protein_coding,4,48845,NA
ENSG00000150779,black,308.0749254219956,0.34910359275268193,TIMM8B,protein_coding,11,1999,26521
ENSG00000145335,turquoise,19.789498270003637,0.34893957845564805,SNCA,protein_coding,4,114217,6622
ENSG00000026025,turquoise,60.34410926391938,0.34873675563729223,VIM,protein_coding,10,9335,7431
ENSG00000187838,green,60.67290123148939,0.34843668543752154,TMEM256-PLSCR3,protein_coding,17,14371,100529211
ENSG00000198888,brown,259.6880264864957,0.34841350631306667,MT-ND1,protein_coding,MT,956,NA
ENSG00000196236,brown,249.42502859955826,0.3483349972589688,XPNPEP3,protein_coding,22,110758,63929
ENSG00000105928,pink,20.93807245800506,0.3473378822593169,DFNA5,protein_coding,7,71273,NA
ENSG00000130511,black,302.3061217217068,0.3472502083509165,SSBP4,protein_coding,19,15699,170463
ENSG00000138593,blue,46.6986949483095,0.3472438286762289,SECISBP2L,protein_coding,15,58088,9728
ENSG00000128422,turquoise,22.617389682863188,0.34700431431587464,KRT17,protein_coding,17,5406,3872
ENSG00000065328,pink,9.012266993310057,0.3466163022678868,MCM10,protein_coding,10,49551,55388
ENSG00000138496,turquoise,61.90121453015503,0.34630527733285593,PARP9,protein_coding,3,36654,83666
ENSG00000145936,brown,291.4397092024901,0.34586038331895147,KCNMB1,protein_coding,5,15007,3779
ENSG00000147408,blue,54.04705801719407,0.34576931147299383,CSGALNACT1,protein_coding,8,353869,55790
ENSG00000196199,brown,361.8892130492811,0.34573803276485054,MPHOSPH8,protein_coding,13,39812,54737
ENSG00000266820,brown,285.014766114473,0.3455971756735932,RP13-104F24.1,pseudogene,17,8686,NA
ENSG00000115520,black,272.7249982437469,0.3455853502087507,COQ10B,protein_coding,2,21886,80219
ENSG00000140526,turquoise,43.037989287087264,0.34550260499946905,ABHD2,protein_coding,15,114902,11057
ENSG00000248334,brown,286.3335019571555,0.3453024233615027,WHAMMP2,pseudogene,15,19809,440253
ENSG00000143476,pink,13.857615270784912,0.3446542971654885,DTL,protein_coding,1,71824,51514
ENSG00000111206,pink,13.89770783440587,0.3443830908583803,FOXM1,protein_coding,12,19360,2305
ENSG00000120708,turquoise,24.90772020596201,0.34425825949651356,TGFBI,protein_coding,5,34924,7045
ENSG00000105650,brown,245.73673956425094,0.34419376015977304,PDE4C,protein_coding,19,47459,5143
ENSG00000146966,turquoise,35.67551864363344,0.344134565520477,DENND2A,protein_coding,7,155574,27147
ENSG00000185404,brown,301.04338073574456,0.3440795998198853,SP140L,protein_coding,2,76549,93349
ENSG00000197837,black,348.1018709971033,0.34375787068486824,HIST4H4,protein_coding,12,3133,NA
ENSG00000121210,turquoise,98.08569155413265,0.3436304348030028,KIAA0922,protein_coding,4,170366,NA
ENSG00000254634,brown,263.9227040513848,0.34349774143662637,RP11-231C14.3,pseudogene,16,28315,NA
ENSG00000100949,black,266.74839888727604,0.343213887244427,RABGGTA,protein_coding,14,6202,5875
ENSG00000003756,brown,323.2606710792989,0.3429261460739101,RBM5,protein_coding,3,30114,10181
ENSG00000136895,brown,301.1161831704136,0.3428846724753434,GARNL3,protein_coding,9,169396,84253
ENSG00000174004,green,60.02282614905038,0.3427618698872368,NRROS,protein_coding,3,22319,375387
ENSG00000204010,turquoise,22.70411509762389,0.34266054735282175,IFIT1B,protein_coding,10,7150,439996
ENSG00000149428,black,225.62434974606322,0.34264584549694355,HYOU1,protein_coding,11,13014,10525
ENSG00000145604,pink,11.900431011659819,0.3425207739207737,SKP2,protein_coding,5,32331,6502
ENSG00000147955,black,223.0518280794919,0.34246045844048734,SIGMAR1,protein_coding,9,3088,10280
ENSG00000169139,blue,44.97383689173939,0.3423955029345216,UBE2V2,protein_coding,8,56309,7336
ENSG00000180758,purple,72.45915477904316,0.3423334494790233,GPR157,protein_coding,1,28866,80045
ENSG00000142731,pink,30.133716420314038,0.341822077318051,PLK4,protein_coding,4,18335,10733
ENSG00000157450,greenyellow,66.73864605516684,0.34181613732107274,RNF111,protein_coding,15,232245,54778
ENSG00000198783,greenyellow,113.0583091760173,0.341683683026826,ZNF830,protein_coding,17,1657,91603
ENSG00000128815,turquoise,34.85039948572256,0.34160734132979936,WDFY4,protein_coding,10,298081,57705
ENSG00000175727,turquoise,40.110519231123824,0.3415898293315069,MLXIP,protein_coding,12,115267,22877
ENSG00000161618,black,294.07675122882347,0.3414079370503489,ALDH16A1,protein_coding,19,17880,126133
ENSG00000181619,brown,349.5234343385175,0.3413501216855531,GPR135,protein_coding,14,36321,64582
ENSG00000145592,black,317.47105991183605,0.3413499511438982,RPL37,protein_coding,5,10074,6167
ENSG00000091106,turquoise,33.092126920694646,0.34100009432373696,NLRC4,protein_coding,2,41402,58484
ENSG00000142684,black,279.36257967500114,0.34095694384515973,ZNF593,protein_coding,1,2190,51042
ENSG00000116299,brown,266.2274584942532,0.3405346038113928,KIAA1324,protein_coding,1,93101,NA
ENSG00000138600,black,233.5098377137238,0.3404246265953771,SPPL2A,protein_coding,15,58500,84888
ENSG00000189212,brown,264.3135167662681,0.3404036804382139,DPY19L2P1,pseudogene,7,106334,554236
ENSG00000164190,brown,294.339702887442,0.34037108572184777,NIPBL,protein_coding,5,189655,25836
ENSG00000173757,black,241.8677027246094,0.34034648006669105,STAT5B,protein_coding,17,77540,6777
ENSG00000145349,turquoise,79.29571983709556,0.34020328835460456,CAMK2D,protein_coding,4,310896,817
ENSG00000250067,brown,305.96572944598455,0.3401951058788841,YJEFN3,protein_coding,19,21355,374887
ENSG00000164611,pink,40.8209482745045,0.3401077868138161,PTTG1,protein_coding,5,6920,9232
ENSG00000197562,black,276.58363999229255,0.33987654013774654,RAB40C,protein_coding,16,39916,57799
ENSG00000136068,turquoise,22.122186063316008,0.33973405366811765,FLNB,protein_coding,3,163856,2317
ENSG00000087008,black,270.05832767121535,0.3393708955610228,ACOX3,protein_coding,4,74442,8310
ENSG00000214135,brown,250.37621337106177,0.3389012657414411,AC024560.3,pseudogene,3,49694,NA
ENSG00000090382,turquoise,19.779341570547853,0.3384562430010457,LYZ,protein_coding,12,5894,4069
ENSG00000142937,black,344.1196263614236,0.3382686246619947,RPS8,protein_coding,1,3529,6202
ENSG00000188706,turquoise,20.492155493591163,0.33785348450894076,ZDHHC9,protein_coding,X,40622,51114
ENSG00000139329,turquoise,59.84377733766938,0.33783234224240716,LUM,protein_coding,12,9203,4060
ENSG00000164253,turquoise,37.78234804987429,0.33762559531304637,WDR41,protein_coding,5,194642,55255
ENSG00000148814,brown,275.3799879509166,0.3373714202465118,LRRC27,protein_coding,10,49397,80313
ENSG00000053747,turquoise,16.47292508252755,0.33733825188935057,LAMA3,protein_coding,18,265624,3909
ENSG00000162032,black,299.39518549871616,0.3373298358282992,SPSB3,protein_coding,16,16989,90864
ENSG00000105953,black,232.19028017407575,0.33719562126887703,OGDH,protein_coding,7,102495,4967
ENSG00000169239,brown,236.0074886601476,0.3370398211240515,CA5B,protein_coding,X,98795,11238
ENSG00000132254,black,253.1001936975156,0.33697098200621195,ARFIP2,protein_coding,11,5757,23647
ENSG00000100941,brown,288.29278424032833,0.3369051426267391,PNN,protein_coding,14,8036,5411
ENSG00000065989,turquoise,54.655430859118546,0.3367721252605981,PDE4A,protein_coding,19,52857,5141
ENSG00000196440,brown,282.5046141049339,0.33662702344699896,ARMCX4,protein_coding,X,115172,100131755
ENSG00000181690,blue,37.646202280135874,0.336391973756047,PLAG1,protein_coding,8,50421,5324
ENSG00000230267,brown,255.1869490320754,0.3363521185872606,HERC2P4,pseudogene,16,84869,100289574
ENSG00000089693,black,255.09025955697018,0.335969452109187,MLF2,protein_coding,12,19472,8079
ENSG00000179841,brown,267.6081714138349,0.3354066977358943,AKAP5,protein_coding,14,9005,9495
ENSG00000114120,greenyellow,124.78759991529604,0.33500275360651427,SLC25A36,protein_coding,3,38104,55186
ENSG00000244627,brown,252.35906957861445,0.33476092539573327,RP3-449O17.1,pseudogene,22,63168,NA
ENSG00000085998,black,269.3695492997601,0.3346393123539972,POMGNT1,protein_coding,1,31624,55624
ENSG00000187742,greenyellow,113.88306202262842,0.334580802458385,SECISBP2,protein_coding,9,41137,79048
ENSG00000163221,turquoise,19.005802425450327,0.3340387961105057,S100A12,protein_coding,1,1942,6283
ENSG00000135637,brown,191.2439948768938,0.33395528144753567,CCDC142,protein_coding,2,11423,84865
ENSG00000136929,turquoise,19.67701125898358,0.33389511935798555,HEMGN,protein_coding,9,18066,55363
ENSG00000179604,black,287.3741637581387,0.33368053741209164,CDC42EP4,protein_coding,17,28552,23580
ENSG00000226356,brown,220.20120487853083,0.3335386087354773,RPS6P20,pseudogene,12,1109,100271262
ENSG00000214787,brown,260.1019416241087,0.3334610668281073,MS4A4E,protein_coding,11,41836,643680
ENSG00000162735,black,239.70213659219456,0.33343839987244644,PEX19,protein_coding,1,9537,5824
ENSG00000113369,purple,37.37875789908784,0.33341267155724763,ARRDC3,protein_coding,5,14636,57561
ENSG00000198918,black,333.07669430304867,0.333389574906831,RPL39,protein_coding,X,5140,6170
ENSG00000142405,brown,258.3411429313723,0.3331875927002887,NLRP12,protein_coding,19,30792,91662
ENSG00000214189,brown,229.89181206408654,0.33312229553337336,ZNF788,protein_coding,19,44973,NA
ENSG00000137767,green,48.15108410436018,0.3329879290877254,SQRDL,protein_coding,15,60147,NA
ENSG00000157911,black,238.23339252825718,0.3329002126763566,PEX10,protein_coding,1,9001,5192
ENSG00000100554,black,267.7523099378341,0.33278560848766825,ATP6V1D,protein_coding,14,65895,51382
ENSG00000099910,black,244.06191486887334,0.33267498524645417,KLHL22,protein_coding,22,66643,84861
ENSG00000171681,greenyellow,98.8372568777423,0.332474000671062,ATF7IP,protein_coding,12,133088,55729
ENSG00000112697,blue,65.56170446862731,0.33200318835649456,TMEM30A,protein_coding,6,32045,55754
ENSG00000198899,brown,255.07639920454824,0.3317217531880641,MT-ATP6,protein_coding,MT,681,NA
ENSG00000205707,greenyellow,74.73649610947166,0.33146711656183897,LYRM5,protein_coding,12,14430,NA
ENSG00000171863,black,291.45400184898693,0.3314078032165527,RPS7,protein_coding,2,5715,6201
ENSG00000162227,black,250.24339435727046,0.33139314919973367,TAF6L,protein_coding,11,16040,10629
ENSG00000130255,black,343.0983617715841,0.3309407540402917,RPL36,protein_coding,19,16930,25873
ENSG00000184640,salmon,200.8611667800817,0.330842840278075,SEPT9,protein_coding,17,220028,NA
